taskId,taskName,User,Complexity Scale,Total Duration
2847,Task1,C,25,9.69
2848,Task2,D,26,5.25
2849,Task2,A,32,8.12
2850,Task1,B,25,17.42
2851,Task2,C,26,7.69
2852,Task2,D,50,10.25
2853,Task1,A,13,5.99
2854,Task2,B,18,6.46
2855,Task2,C,40,7.81
2856,Task1,D,4,1.98
2857,Task2,A,42,7.76
2858,Task2,B,22,5.82
2859,Task2,C,30,6.98
2860,Task2,D,26,5.52
2861,Task2,A,18,4.35
2862,Task2,B,79,20.98
2863,Task1,C,14,6.73
2864,Task2,D,26,4
2865,Task2,A,29,7.43
2866,Task1,B,4,3.27
2867,Task1,C,16,7.64
2868,Task2,D,23,8.53
2869,Task2,A,7,1.97
2870,Task2,B,17,6.97
2871,Task2,C,15,4.34
2872,Task1,D,7,5.78
2873,Task1,A,21,11.99
2874,Task1,B,22,7.14
2875,Task1,C,15,5.22
2876,Task2,D,59,9.55
2877,Task2,A,114,17.92
2878,Task2,B,43,13.28
2879,Task1,C,20,8.77
2880,Task2,D,27,5.57
2881,Task2,A,51,11.07
2882,Task2,B,29,13.2
2883,Task2,C,64,10.56
2884,Task2,D,29,13.42
2885,Task2,A,45,8.19
2886,Task2,B,46,10.33
2887,Task2,C,41,11.14
2888,Task2,D,19,2.21
2889,Task2,A,47,21.37
2890,Task2,B,33,9.66
2891,Task2,C,32,8.84
2892,Task2,D,59,8.96
2893,Task2,A,15,3.96
2894,Task2,B,18,4.33
2895,Task2,C,24,6.96
2896,Task1,D,6,10.35
2897,Task2,A,14,3.68
2898,Task2,B,46,9.98
2899,Task2,C,33,14.25
2900,Task2,D,50,13.25
2901,Task2,A,36,6.81
2902,Task1,B,7,3
2903,Task2,C,57,19.99
2904,Task2,D,18,5.06
2905,Task1,A,8,3.62
2906,Task2,B,79,14.37
2907,Task1,C,27,6.27
2908,Task2,D,100,23.82
2909,Task2,A,29,1.47
2910,Task1,B,16,8.68
2911,Task1,C,3,2.72
2912,Task1,D,3,6.03
2913,Task2,A,77,18.94
2914,Task2,B,21,3.07
2915,Task1,C,8,4.17
2916,Task2,D,24,6.48
2917,Task1,A,8,4.98
2918,Task2,B,39,5.9
2919,Task2,C,14,6.08
2920,Task2,D,30,6.3
2921,Task1,A,12,5.2
2922,Task2,B,21,3.95
2923,Task1,C,5,2.67
2924,Task1,D,9,6.92
2925,Task2,A,28,7.77
2926,Task1,B,25,7.71
2927,Task1,C,9,3.92
2928,Task1,D,18,7.9
2929,Task2,A,43,7.3
2930,Task2,B,54,10.95
2931,Task2,C,14,5.73
2932,Task2,D,11,2.15
2933,Task1,A,13,7.09
2934,Task2,B,23,5.97
2935,Task1,C,7,3.63
2936,Task2,D,41,10.24
2937,Task1,A,5,2.08
2938,Task1,B,9,11.37
2939,Task2,C,28,6.77
2940,Task2,D,36,8.66
2941,Task1,A,25,10.96
2942,Task2,B,28,6.47
2943,Task2,C,20,5.97
2944,Task2,D,39,13.74
2945,Task1,A,23,17.98
2946,Task2,B,60,15.07
2947,Task2,C,24,5.34
2948,Task2,D,32,9.81
2949,Task2,A,33,8.05
2950,Task1,B,6,3.84
2951,Task2,C,98,21.29
2952,Task2,D,54,11.86
2953,Task1,A,7,5.41
2954,Task2,B,16,10.36
2955,Task2,C,31,5.57
2956,Task2,D,58,10.85
2957,Task2,A,53,2.56
2958,Task2,B,70,13.16
2959,Task2,C,21,3.54
2960,Task2,D,27,8.04
2961,Task1,A,3,2.83
2962,Task2,B,48,14.56
2963,Task2,C,45,14.99
2964,Task1,D,6,5.04
2965,Task2,A,44,9.46
2966,Task2,B,34,12.9
2967,Task1,C,30,7.7
2968,Task2,D,19,6.71
2969,Task2,A,42,9.3
2970,Task1,B,13,12.21
2971,Task2,C,22,5.66
2972,Task2,D,25,6.06
2973,Task2,A,19,5.11
2974,Task2,B,30,11.28
2975,Task1,C,8,5.11
2976,Task1,D,6,4.87
2977,Task1,A,4,1.91
2978,Task1,B,6,5.78
2979,Task2,C,73,12.26
2980,Task2,D,24,14.45
2981,Task2,A,24,6.88
2982,Task1,B,14,5.18
2983,Task2,C,19,5.51
2984,Task2,D,19,5.43
2985,Task2,A,50,11.32
2986,Task2,B,46,17.62
2987,Task1,C,17,6.83
2988,Task1,D,8,4.88
2989,Task2,A,29,8.91
2990,Task2,B,48,8.4
2991,Task1,C,15,4.22
2992,Task2,D,34,10.67
2993,Task1,A,5,4.86
2994,Task1,B,20,8.9
2995,Task2,C,19,3.57
2996,Task1,D,14,6.18
2997,Task2,A,48,10.55
2998,Task2,B,35,8.07
2999,Task2,C,50,10.77
3000,Task2,D,62,13.73
3001,Task2,A,21,5.66
3002,Task2,B,38,9.88
3003,Task2,C,46,18.78
3004,Task2,D,18,5.12
3005,Task1,A,16,6.21
3006,Task2,B,39,9.51
3007,Task2,C,32,8.25
3008,Task2,D,55,13.52
3009,Task2,A,21,9.39
3010,Task2,B,23,7.78
3011,Task2,C,44,7.83
3012,Task1,D,18,7.83
3013,Task1,A,4,2.27
3014,Task1,B,2,3.14
3015,Task2,C,47,7.58
3016,Task2,D,35,10.58
3017,Task1,A,6,3.71
3018,Task2,B,42,13.9
3019,Task2,C,64,14.33
3020,Task2,D,21,8.46
3021,Task2,A,17,6.33
3022,Task2,B,30,7.07
3023,Task2,C,29,12.52
3024,Task2,D,67,8.47
3025,Task2,A,35,6.48
3026,Task2,B,56,10.84
3027,Task2,C,10,3.98
3028,Task1,D,11,4.6
3029,Task2,A,70,12.54
3030,Task2,B,36,13.5
3031,Task1,C,8,3.51
3032,Task2,D,22,4.95
3033,Task2,A,31,5.51
3034,Task2,B,27,4.84
3035,Task1,C,6,5.16
3036,Task2,D,15,4.71
3037,Task2,A,52,10.53
3038,Task2,B,86,19.17
3039,Task2,C,30,9.3
3040,Task1,D,4,1.2
3041,Task2,A,33,8.52
3042,Task2,B,12,1.64
3043,Task1,C,3,1.96
3044,Task1,D,6,8.68
3045,Task2,A,44,8.25
3046,Task1,B,8,4.49
3047,Task2,C,107,25.13
3048,Task2,D,40,5.29
3049,Task2,A,48,18.95
3050,Task1,B,3,2.53
3051,Task1,C,25,7.95
3052,Task2,D,50,11.94
3053,Task1,A,3,2.05
3054,Task2,B,19,4.81
3055,Task2,C,36,9.79
3056,Task2,D,19,6.61
3057,Task1,A,8,8.76
3058,Task1,B,13,8.07
3059,Task2,C,46,7.02
3060,Task2,D,40,7.35
3061,Task2,A,26,11.79
3062,Task2,B,23,11.29
3063,Task2,C,21,4.02
3064,Task2,D,70,15.5
3065,Task2,A,97,16.08
3066,Task2,B,13,4.62
3067,Task2,C,22,11.84
3068,Task2,D,7,3.24
3069,Task2,A,26,12.97
3070,Task1,B,21,6.61
3071,Task1,C,28,14.98
3072,Task2,D,23,4.88
3073,Task1,A,14,9.44
3074,Task1,B,20,8.52
3075,Task2,C,38,7.8
3076,Task2,D,14,3.48
3077,Task1,A,8,5.94
3078,Task2,B,26,4.28
3079,Task1,C,6,2.77
3080,Task2,D,24,8.69
3081,Task2,A,41,2.59
3082,Task2,B,19,4.22
3083,Task2,C,48,16.07
3084,Task2,D,81,18.99
3085,Task2,A,18,3.93
3086,Task2,B,31,8.22
3087,Task1,C,5,9.79
3088,Task2,D,24,7.8
3089,Task1,A,25,14.04
3090,Task2,B,31,8.54
3091,Task2,C,28,7.32
3092,Task1,D,7,2.56
3093,Task2,A,20,3.55
3094,Task2,B,5,2
3095,Task1,C,12,10.42
3096,Task2,D,56,16
3097,Task2,A,14,5.69
3098,Task2,B,36,10.59
3099,Task2,C,17,8.26
3100,Task1,D,8,10.52
3101,Task2,A,35,10.18
3102,Task2,B,18,5.98
3103,Task1,C,6,4.39
3104,Task1,D,11,7.96
3105,Task2,A,21,11.7
3106,Task1,B,11,4.51
3107,Task2,C,15,2.86
3108,Task1,D,29,18.98
3109,Task2,A,62,9.68
3110,Task2,B,52,14.07
3111,Task1,C,8,2.81
3112,Task1,D,4,4.23
3113,Task1,A,7,3.06
3114,Task2,B,55,11.82
3115,Task1,C,17,12.34
3116,Task2,D,26,7.01
3117,Task1,A,12,5.72
3118,Task1,B,6,6.89
3119,Task2,C,16,19.89
3120,Task1,D,16,26.03
3121,Task2,A,33,8.18
3122,Task2,B,21,5.31
3123,Task2,C,45,7.06
3124,Task2,D,11,4.96
3125,Task1,A,6,7.63
3126,Task1,B,8,4.13
3127,Task2,C,21,5.41
3128,Task2,D,17,5.39
3129,Task2,A,14,3.8
3130,Task1,B,18,6.19
3131,Task2,C,31,11.32
3132,Task2,D,46,7.27
3133,Task2,A,24,5.73
3134,Task2,B,16,6.21
3135,Task2,C,32,9.8
3136,Task2,D,50,10.22
3137,Task2,A,68,16.1
3138,Task2,B,33,7.8
3139,Task2,C,36,8.17
3140,Task2,D,37,5.37
3141,Task1,A,5,3.77
3142,Task1,B,12,7.47
3143,Task2,C,19,5.46
3144,Task2,D,27,8.41
3145,Task1,A,2,1.11
3146,Task1,B,3,4.46
3147,Task2,C,12,3.65
3148,Task2,D,40,6.62
3149,Task1,A,10,2.65
3150,Task2,B,46,8.81
3151,Task2,C,28,5.96
3152,Task2,D,29,5.25
3153,Task2,A,61,7.25
3154,Task2,B,28,9.81
3155,Task1,C,5,4.24
3156,Task2,D,18,4.5
3157,Task2,A,19,7.17
3158,Task2,B,48,9.16
3159,Task2,C,15,5.91
3160,Task2,D,21,11.79
3161,Task1,A,12,4.01
3162,Task2,B,43,13.25
3163,Task1,C,4,5.09
3164,Task1,D,2,1.57
3165,Task2,A,27,6.56
3166,Task2,B,11,1.54
3167,Task1,C,2,2.19
3168,Task2,D,23,7.63
3169,Task2,A,20,7.67
3170,Task2,B,30,6.79
3171,Task2,C,55,8.53
3172,Task2,D,59,17.27
3173,Task1,A,14,7.82
3174,Task2,B,50,15.94
3175,Task1,C,4,1.56
3176,Task1,D,4,5.96
3177,Task2,A,24,7.26
3178,Task2,B,86,22.57
3179,Task2,C,60,12.87
3180,Task1,D,4,9.64
3181,Task2,A,53,12.46
3182,Task2,B,22,6.53
3183,Task2,C,18,7.49
3184,Task2,D,43,11.64
3185,Task2,A,12,3.89
3186,Task1,B,36,24.2
3187,Task1,C,3,3.57
3188,Task2,D,22,5.67
3189,Task1,A,9,10.66
3190,Task1,B,9,6.2
3191,Task1,C,12,8.84
3192,Task1,D,7,3.38
3193,Task1,A,25,15.99
3194,Task2,B,31,10.48
3195,Task2,C,59,10.76
3196,Task2,D,13,4.56
3197,Task2,A,48,15.59
3198,Task2,B,28,10.08
3199,Task2,C,15,5.32
3200,Task2,D,24,6.6
3201,Task1,A,7,6.13
3202,Task2,B,40,10.57
3203,Task1,C,10,5.5
3204,Task2,D,35,9.21
3205,Task1,A,10,8.41
3206,Task2,B,80,13.13
3207,Task2,C,28,13.37
3208,Task2,D,35,5.87
3209,Task2,A,50,9.81
3210,Task1,B,11,6.49
3211,Task2,C,35,8.57
3212,Task2,D,37,16.31
3213,Task1,A,4,2.58
3214,Task2,B,22,5.01
3215,Task2,C,51,8.59
3216,Task2,D,33,10.56
3217,Task2,A,17,4.34
3218,Task2,B,25,14.39
3219,Task1,C,24,13.83
3220,Task1,D,3,1.84
3221,Task2,A,28,8.73
3222,Task2,B,34,7.37
3223,Task2,C,18,3.8
3224,Task2,D,16,3.49
3225,Task2,A,32,7.92
3226,Task2,B,7,1.86
3227,Task2,C,23,6.95
3228,Task2,D,65,16.02
3229,Task2,A,44,7.62
3230,Task2,B,58,8.23
3231,Task2,C,16,6.83
3232,Task2,D,34,5.99
3233,Task1,A,3,1.69
3234,Task2,B,25,7.63
3235,Task2,C,87,18.31
3236,Task1,D,5,6.93
3237,Task1,A,4,1.22
3238,Task1,B,29,20.62
3239,Task1,C,7,10.31
3240,Task2,D,53,18.56
3241,Task2,A,19,12.17
3242,Task2,B,68,10.18
3243,Task2,C,51,13.57
3244,Task2,D,43,11.03
3245,Task2,A,27,7.55
3246,Task2,B,35,7.25
3247,Task2,C,27,6.13
3248,Task1,D,10,1.69
3249,Task2,A,18,6.55
3250,Task2,B,41,9.52
3251,Task2,C,20,9.71
3252,Task2,D,13,3.18
3253,Task2,A,22,10.66
3254,Task1,B,18,10.69
3255,Task1,C,4,2.2
3256,Task2,D,35,11.62
3257,Task2,A,26,5.97
3258,Task2,B,51,7.81
3259,Task1,C,4,1.4
3260,Task2,D,45,13.42
3261,Task2,A,79,13.58
3262,Task2,B,46,12.24
3263,Task1,C,17,7.58
3264,Task2,D,23,16.57
3265,Task2,A,24,5.2
3266,Task2,B,21,5.03
3267,Task2,C,14,3.74
3268,Task2,D,48,13.01
3269,Task2,A,19,6.54
3270,Task2,B,16,4.47
3271,Task1,C,6,10.14
3272,Task2,D,19,3.81
3273,Task2,A,48,13.45
3274,Task1,B,4,8.75
3275,Task2,C,29,7.34
3276,Task2,D,22,5.41
3277,Task2,A,31,8.47
3278,Task2,B,37,7.72
3279,Task1,C,23,8.36
3280,Task1,D,6,7.22
3281,Task2,A,18,12.14
3282,Task1,B,23,5.95
3283,Task2,C,27,10.29
3284,Task2,D,35,16.1
3285,Task2,A,47,10.46
3286,Task2,B,36,6.95
3287,Task2,C,19,2.88
3288,Task1,D,2,3.06
3289,Task2,A,45,12.82
3290,Task1,B,5,3.26
3291,Task2,C,54,15.31
3292,Task2,D,21,4.55
3293,Task2,A,72,13.3
3294,Task2,B,35,9.59
3295,Task1,C,6,3.66
3296,Task2,D,15,4.17
3297,Task2,A,48,11.2
3298,Task2,B,26,5.69
3299,Task2,C,42,10.82
3300,Task1,D,2,1.11
3301,Task1,A,10,6.43
3302,Task2,B,5,5.78
3303,Task2,C,36,6.62
3304,Task2,D,24,8.01
3305,Task2,A,48,11.32
3306,Task2,B,17,4.45
3307,Task1,C,12,3.14
3308,Task2,D,20,3.93
3309,Task2,A,64,16.89
3310,Task2,B,25,7.28
3311,Task2,C,17,3.12
3312,Task2,D,17,8.24
3313,Task2,A,35,18.31
3314,Task1,B,11,3.11
3315,Task2,C,66,14.9
3316,Task2,D,42,9.53
3317,Task1,A,5,2.03
3318,Task1,B,17,5.25
3319,Task2,C,30,9.53
3320,Task2,D,93,20.86
3321,Task2,A,48,8.94
3322,Task2,B,50,14.7
3323,Task2,C,34,11.39
3324,Task1,D,12,6.83
3325,Task2,A,23,5.13
3326,Task2,B,60,10.97
3327,Task2,C,36,9.23
3328,Task2,D,26,9.29
3329,Task2,A,22,4.64
3330,Task2,B,36,5.78
3331,Task1,C,3,7.06
3332,Task2,D,28,6.83
3333,Task2,A,15,4.62
3334,Task2,B,43,6.74
3335,Task2,C,24,8.02
3336,Task2,D,43,15.06
3337,Task2,A,23,5.25
3338,Task2,B,53,10.68
3339,Task2,C,40,14.21
3340,Task2,D,16,8.31
3341,Task2,A,26,3.94
3342,Task2,B,39,9.67
3343,Task2,C,42,9.35
3344,Task2,D,14,3.51
3345,Task2,A,25,5.72
3346,Task2,B,26,10.11
3347,Task2,C,39,10.06
3348,Task2,D,66,11.93
3349,Task1,A,4,4.1
3350,Task1,B,10,8.34
3351,Task1,C,5,4.07
3352,Task2,D,34,9.07
3353,Task2,A,43,8.39
3354,Task2,B,30,4.76
3355,Task2,C,64,11.44
3356,Task2,D,20,5.77
3357,Task2,A,34,6.42
3358,Task2,B,14,4.74
3359,Task1,C,12,4.27
3360,Task2,D,46,14.25
3361,Task2,A,70,21.99
3362,Task2,B,28,7.21
3363,Task2,C,66,10.65
3364,Task2,D,40,8.09
3365,Task2,A,26,7.69
3366,Task1,B,14,5.71
3367,Task1,C,12,5.14
3368,Task2,D,29,7.28
3369,Task2,A,23,6.01
3370,Task2,B,35,7.33
3371,Task1,C,4,28.18
3372,Task2,D,26,10.23
3373,Task2,A,15,2.3
3374,Task2,B,26,8.34
3375,Task2,C,29,8.82
3376,Task2,D,31,7.18
3377,Task2,A,26,5.65
3378,Task2,B,35,8.85
3379,Task1,C,14,8.84
3380,Task2,D,28,5.75
3381,Task1,A,6,8.75
3382,Task1,B,4,3.6
3383,Task2,C,18,4.22
3384,Task2,D,33,8.33
3385,Task2,A,27,6.1
3386,Task1,B,12,4.06
3387,Task1,C,6,6.73
3388,Task2,D,33,6.29
3389,Task2,A,44,8.24
3390,Task2,B,15,10.51
3391,Task2,C,38,20.81
3392,Task2,D,15,5.49
3393,Task1,A,10,4.19
3394,Task2,B,15,4.23
3395,Task2,C,27,8.44
3396,Task2,D,73,17.16
3397,Task2,A,25,5.47
3398,Task2,B,20,4.3
3399,Task1,C,4,3.34
3400,Task2,D,34,8.72
3401,Task2,A,22,5.99
3402,Task2,B,27,4.82
3403,Task2,C,26,7.19
3404,Task2,D,82,20.96
3405,Task2,A,30,7.01
3406,Task2,B,25,5.73
3407,Task2,C,18,6.75
3408,Task2,D,23,8.32
3409,Task2,A,23,5.27
3410,Task1,B,2,5.69
3411,Task2,C,41,13.99
3412,Task2,D,55,10.11
3413,Task2,A,47,9.04
3414,Task2,B,24,5.63
3415,Task2,C,56,17.68
3416,Task2,D,32,11.13
3417,Task2,A,40,11.95
3418,Task2,B,49,11.82
3419,Task2,C,30,9.57
3420,Task2,D,15,6.04
3421,Task2,A,10,4.2
3422,Task2,B,40,10.38
3423,Task2,C,21,13.61
3424,Task1,D,10,4.53
3425,Task2,A,40,7.89
3426,Task2,B,31,9.28
3427,Task2,C,19,7.58
3428,Task1,D,3,2.46
3429,Task2,A,50,21.19
3430,Task2,B,14,4.55
3431,Task1,C,3,3.41
3432,Task2,D,29,9.51
3433,Task1,A,8,7.62
3434,Task2,B,34,6.41
3435,Task2,C,21,3.18
3436,Task2,D,25,7.31
3437,Task2,A,57,11.43
3438,Task2,B,13,5.3
3439,Task2,C,16,7.22
3440,Task2,D,36,10.78
3441,Task2,A,26,9.06
3442,Task2,B,28,9.08
3443,Task2,C,102,29.88
3444,Task2,D,54,16.54
3445,Task1,A,8,17.25
3446,Task2,B,29,8.73
3447,Task1,C,4,2.56
3448,Task2,D,30,8.82
3449,Task2,A,36,7.91
3450,Task2,B,26,5.99
3451,Task2,C,32,7.6
3452,Task2,D,22,7.42
3453,Task2,A,27,11.61
3454,Task1,B,15,9.61
3455,Task1,C,31,11.82
3456,Task2,D,39,8.52
3457,Task2,A,59,5.67
3458,Task2,B,61,13.59
3459,Task2,C,22,9.15
3460,Task1,D,6,4.33
3461,Task1,A,6,5.09
3462,Task1,B,2,0.7
3463,Task2,C,42,11.38
3464,Task1,D,13,3.37
3465,Task2,A,18,2.93
3466,Task1,B,13,5.87
3467,Task2,C,67,16.07
3468,Task2,D,29,8.21
3469,Task2,A,24,6.49
3470,Task2,B,60,6.66
3471,Task1,C,13,4.81
3472,Task2,D,52,10.3
3473,Task2,A,55,11.95
3474,Task2,B,66,10.93
3475,Task1,C,17,6.46
3476,Task2,D,12,5.45
3477,Task2,A,23,7.71
3478,Task2,B,42,14.26
3479,Task2,C,32,10.77
3480,Task2,D,60,10.58
3481,Task1,A,12,5.12
3482,Task1,B,17,6.5
3483,Task1,C,11,9.63
3484,Task2,D,12,6.85
3485,Task2,A,12,2.06
3486,Task2,B,28,7.19
3487,Task2,C,49,7.85
3488,Task2,D,61,11.81
3489,Task2,A,1,4.93
3490,Task1,B,3,3.58
3491,Task2,C,37,11.89
3492,Task2,D,13,5.54
3493,Task2,A,28,20.84
3494,Task2,B,17,10.73
3495,Task1,C,29,13.8
3496,Task2,D,24,15.65
3497,Task2,A,32,12.26
3498,Task2,B,19,3.97
3499,Task1,C,11,6.69
3500,Task1,D,2,4.98
3501,Task2,A,31,10.94
3502,Task1,B,22,6.54
3503,Task1,C,2,6.77
3504,Task1,D,3,3.68
3505,Task1,A,4,7.11
3506,Task1,B,5,3.73
3507,Task1,C,8,10.71
3508,Task2,D,17,4.81
3509,Task1,A,4,6.03
3510,Task1,B,5,3.52
3511,Task2,C,37,8.31
3512,Task2,D,49,4.64
3513,Task2,A,60,19.63
3514,Task2,B,66,12.56
3515,Task1,C,4,4.87
3516,Task1,D,12,7.09
3517,Task2,A,29,25.02
3518,Task2,B,5,2.98
3519,Task1,C,7,3.05
3520,Task2,D,38,8.11
3521,Task1,A,7,7.47
3522,Task2,B,22,8.92
3523,Task2,C,33,9.35
3524,Task1,D,2,4.6
3525,Task2,A,18,7.03
3526,Task2,B,17,2.57
3527,Task2,C,24,4.91
3528,Task1,D,6,3.43
3529,Task1,A,19,8.26
3530,Task2,B,41,8.87
3531,Task2,C,71,13.76
3532,Task1,D,3,2.69
3533,Task2,A,30,8.21
3534,Task2,B,16,2.58
3535,Task2,C,22,8.2
3536,Task2,D,23,6.01
3537,Task2,A,43,4.61
3538,Task2,B,55,10.01
3539,Task2,C,32,7.33
3540,Task2,D,31,8.87
3541,Task2,A,57,16.7
3542,Task2,B,24,3.68
3543,Task1,C,16,8.56
3544,Task2,D,24,7.4
3545,Task2,A,14,4.43
3546,Task1,B,12,5.85
3547,Task1,C,6,5.95
3548,Task1,D,4,4.21
3549,Task2,A,35,9.06
3550,Task2,B,22,8.52
3551,Task2,C,64,12.99
3552,Task1,D,16,8.41
3553,Task1,A,9,9.62
3554,Task1,B,19,9.91
3555,Task2,C,9,2.88
3556,Task2,D,28,6.94
3557,Task2,A,21,11.16
3558,Task2,B,11,3.93
3559,Task2,C,46,9.84
3560,Task2,D,31,9.18
3561,Task1,A,10,14.71
3562,Task2,B,14,3.02
3563,Task1,C,5,3.45
3564,Task2,D,19,7.73
3565,Task2,A,62,12.57
3566,Task2,B,78,20.06
3567,Task1,C,7,4.78
3568,Task1,D,24,15.74
3569,Task1,A,13,5.73
3570,Task2,B,41,5.74
3571,Task2,C,33,10.24
3572,Task2,D,36,6.96
3573,Task1,A,2,0.63
3574,Task2,B,63,12.04
3575,Task2,C,10,3.61
3576,Task2,D,29,5.35
3577,Task2,A,16,5.41
3578,Task1,B,2,2.93
3579,Task2,C,83,24.87
3580,Task2,D,66,16.32
3581,Task1,A,5,3.02
3582,Task2,B,43,11.56
3583,Task2,C,13,4.24
3584,Task1,D,5,3.73
3585,Task1,A,4,2.26
3586,Task2,B,18,8.09
3587,Task2,C,27,4.75
3588,Task1,D,19,3.98
3589,Task1,A,7,4.58
3590,Task2,B,29,10.71
3591,Task2,C,14,4.47
3592,Task2,D,19,7.5
3593,Task1,A,9,3.74
3594,Task2,B,51,11.73
3595,Task2,C,46,9.5
3596,Task1,D,7,5.99
3597,Task1,A,3,3.11
3598,Task1,B,3,3.54
3599,Task2,C,44,14.74
3600,Task1,D,11,8.13
3601,Task2,A,33,7.16
3602,Task2,B,47,8.12
3603,Task1,C,12,6.33
3604,Task2,D,39,9.75
3605,Task1,A,5,1.6
3606,Task1,B,6,2.54
3607,Task1,C,36,19.29
3608,Task1,D,9,3.21
3609,Task2,A,14,5.37
3610,Task1,B,11,4.43
3611,Task2,C,43,16.15
3612,Task1,D,6,1.21
3613,Task2,A,15,4.36
3614,Task2,B,31,6.87
3615,Task2,C,49,9.47
3616,Task2,D,55,12.1
3617,Task1,A,17,8.25
3618,Task1,B,7,5.14
3619,Task2,C,21,9.61
3620,Task2,D,61,13.75
3621,Task2,A,24,9.22
3622,Task2,B,22,7.12
3623,Task1,C,10,5.9
3624,Task2,D,48,13.8
3625,Task2,A,74,15.42
3626,Task2,B,35,6.46
3627,Task2,C,39,11.3
3628,Task1,D,13,4.68
3629,Task2,A,34,13.83
3630,Task1,B,14,5.24
3631,Task1,C,3,1.72
3632,Task2,D,29,9.14
3633,Task2,A,25,5.98
3634,Task2,B,33,5.97
3635,Task1,C,12,5.36
3636,Task1,D,14,6.4
3637,Task2,A,13,5.1
3638,Task2,B,56,8.74
3639,Task1,C,12,6.84
3640,Task2,D,23,7.66
3641,Task1,A,3,1.39
3642,Task1,B,15,9.55
3643,Task1,C,12,7.13
3644,Task2,D,72,9.59
3645,Task1,A,8,8.26
3646,Task2,B,26,8.13
3647,Task1,C,11,3.74
3648,Task2,D,33,4.53
3649,Task1,A,11,6.16
3650,Task2,B,55,14.4
3651,Task2,C,43,16.75
3652,Task2,D,22,4.6
3653,Task1,A,4,3.49
3654,Task2,B,46,8.86
3655,Task2,C,19,6.1
3656,Task2,D,20,5.23
3657,Task2,A,52,11.99
3658,Task2,B,22,4.26
3659,Task2,C,27,7.24
3660,Task2,D,36,11.08
3661,Task2,A,71,12.14
3662,Task1,B,6,4.73
3663,Task2,C,31,7.83
3664,Task1,D,16,14.12
3665,Task1,A,12,4.92
3666,Task2,B,19,5.52
3667,Task1,C,12,8.39
3668,Task2,D,14,4.11
3669,Task2,A,24,3.53
3670,Task1,B,18,20.12
3671,Task2,C,58,14.71
3672,Task2,D,36,9.28
3673,Task2,A,10,2.08
3674,Task2,B,75,15.35
3675,Task2,C,28,7.38
3676,Task2,D,25,9.1
3677,Task2,A,30,7.02
3678,Task2,B,20,5.5
3679,Task2,C,34,9.58
3680,Task2,D,45,10.83
3681,Task1,A,5,5.51
3682,Task2,B,55,12.89
3683,Task2,C,51,16.11
3684,Task1,D,24,12.98
3685,Task2,A,29,3.81
3686,Task2,B,55,14.61
3687,Task1,C,15,8.71
3688,Task2,D,30,7.11
3689,Task2,A,19,5.92
3690,Task2,B,15,4.35
3691,Task2,C,110,15.63
3692,Task1,D,5,5.27
3693,Task2,A,41,4.13
3694,Task2,B,31,4.47
3695,Task2,C,41,7.28
3696,Task1,D,6,3.87
3697,Task2,A,10,2.18
3698,Task2,B,18,6.14
3699,Task1,C,3,0.95
3700,Task1,D,6,3.38
3701,Task2,A,28,7.88
3702,Task2,B,59,11.13
3703,Task1,C,5,3.44
3704,Task2,D,44,12.21
3705,Task2,A,28,8.67
3706,Task2,B,47,12.12
3707,Task2,C,12,2.21
3708,Task2,D,12,6.06
3709,Task2,A,42,8.6
3710,Task2,B,28,9.08
3711,Task2,C,23,11.81
3712,Task2,D,23,6.64
3713,Task2,A,72,15.53
3714,Task1,B,6,7.25
3715,Task2,C,31,8.3
3716,Task2,D,42,10.5
3717,Task2,A,37,5.3
3718,Task2,B,18,4.99
3719,Task2,C,24,9.91
3720,Task1,D,34,9.39
3721,Task2,A,46,13.49
3722,Task1,B,10,6.43
3723,Task2,C,40,7.86
3724,Task2,D,23,5.97
3725,Task1,A,3,1.45
3726,Task2,B,11,4.12
3727,Task2,C,11,2.94
3728,Task1,D,9,5.05
3729,Task2,A,47,11.56
3730,Task2,B,52,11.61
3731,Task2,C,43,9.07
3732,Task2,D,19,9.56
3733,Task1,A,6,4.45
3734,Task2,B,33,6.67
3735,Task1,C,22,9.85
3736,Task2,D,33,11.21
3737,Task2,A,35,8.45
3738,Task2,B,39,8.26
3739,Task2,C,18,3.68
3740,Task1,D,29,14.32
3741,Task1,A,4,2.5
3742,Task2,B,28,11.97
3743,Task1,C,4,7.16
3744,Task2,D,55,17.56
3745,Task1,A,11,4.28
3746,Task2,B,49,9.37
3747,Task1,C,5,4.21
3748,Task2,D,22,9.59
3749,Task2,A,33,6.16
3750,Task2,B,30,8.67
3751,Task2,C,41,8.85
3752,Task2,D,17,7.06
3753,Task2,A,25,10.4
3754,Task2,B,30,6.75
3755,Task2,C,39,10.66
3756,Task2,D,105,16.63
3757,Task1,A,15,4.09
3758,Task2,B,21,5.52
3759,Task1,C,8,6.01
3760,Task2,D,27,11.38
3761,Task1,A,9,4.39
3762,Task2,B,23,5.86
3763,Task1,C,17,11.39
3764,Task2,D,22,10.22
3765,Task1,A,23,11.88
3766,Task2,B,5,1.75
3767,Task2,C,57,13.17
3768,Task2,D,60,13.95
3769,Task1,A,3,2.72
3770,Task2,B,20,4.23
3771,Task2,C,24,7.9
3772,Task1,D,8,4.26
3773,Task2,A,39,10.56
3774,Task1,B,2,3.45
3775,Task1,C,4,2.25
3776,Task1,D,6,6.17
3777,Task2,A,76,13.07
3778,Task2,B,33,9.44
